"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Jordan Leslie",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"RB","Terrence Magee",3000,"PIT@CLE 01:00PM ET",0.600,"CLE"
"RB","Brandon Wilds",3000,"PIT@CLE 01:00PM ET",1.675,"CLE"
"WR","Richard Mullaney",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"WR","Rannell Hall",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"RB","Terrell Watson",3000,"PIT@CLE 01:00PM ET",10.300,"PIT"
"TE","Jesse James",3000,"PIT@CLE 01:00PM ET",6.079,"PIT"
"RB","Trey Williams",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"WR","Jordan Payton",3000,"PIT@CLE 01:00PM ET",0.325,"CLE"
"WR","Justin Thomas",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"RB","Danny Vitale",3000,"PIT@CLE 01:00PM ET",0.744,"CLE"
"WR","Ricardo Louis",3000,"PIT@CLE 01:00PM ET",2.406,"CLE"
"WR","Demarcus Ayers",3000,"PIT@CLE 01:00PM ET",5.450,"PIT"
"WR","Rashard Higgins",3000,"PIT@CLE 01:00PM ET",0.856,"CLE"
"RB","Matthew Dayes",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"WR","Mario Alford",3000,"PIT@CLE 01:00PM ET",0.000,"CLE"
"WR","Rasheed Bailey",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"RB","Brandon Brown-Dukes",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"WR","Marcus Tucker",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"WR","Jeremy Ross",3000,"ARI@DET 01:00PM ET",2.283,"ARI"
"RB","Matt Asiata",3000,"ARI@DET 01:00PM ET",8.344,"DET"
"WR","Keshawn Martin",3000,"ARI@DET 01:00PM ET",-1.000,"DET"
"RB","Mike James",3000,"ARI@DET 01:00PM ET",2.025,"DET"
"WR","Ryan Spadola",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Jared Abbrederis",3000,"ARI@DET 01:00PM ET",0.360,"DET"
"WR","Aaron Dobson",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","TJ Jones",3000,"ARI@DET 01:00PM ET",3.575,"DET"
"RB","Elijhaa Penny",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Brittan Golden",3000,"ARI@DET 01:00PM ET",1.767,"ARI"
"RB","Tion Green",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Michael Rector",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Dontez Ford",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Carlton Agudosi",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Chris Hubert",3000,"ARI@DET 01:00PM ET",0,"ARI"
"RB","T.J. Logan",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Noel Thomas",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Jace Billingsley",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Chad Williams",3000,"ARI@DET 01:00PM ET",0,"ARI"
"RB","James Summers",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Krishawn Hogan",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Dez Stewart",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Arrelious Benn",3000,"JAX@HOU 01:00PM ET",1.507,"JAX"
"RB","Jordan Todman",3000,"JAX@HOU 01:00PM ET",0.744,"HOU"
"RB","Tommy Bohanon",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"RB","Tyler Gaffney",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Devin Street",3000,"JAX@HOU 01:00PM ET",0.500,"HOU"
"RB","Jay Prosch",3000,"JAX@HOU 01:00PM ET",0.153,"HOU"
"WR","Dres Anderson",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Larry Pinkard",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"RB","Corey Grant",3000,"JAX@HOU 01:00PM ET",3.536,"JAX"
"WR","DeAndrew White",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"RB","Tyler Ervin",3000,"JAX@HOU 01:00PM ET",0.221,"HOU"
"WR","Jamal Robinson",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Rashad Greene Sr.",3000,"JAX@HOU 01:00PM ET",0.900,"JAX"
"WR","Marcus Leak",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"RB","Akeem Hunt",3000,"JAX@HOU 01:00PM ET",2.030,"HOU"
"WR","Shane Wynn",3000,"JAX@HOU 01:00PM ET",0.680,"JAX"
"WR","Kenneth Walker III",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Justin Hardee",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"RB","I'Tavius Mathers",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Amba Etta-Tawo",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Riley McCarron",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"RB","Dare Ogunbowale",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Chris Thompson",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"RB","Marquez Williams",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Keelan Cole",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Dede Westbrook",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"RB","Tim Cook",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Wendall Williams",3000,"JAX@HOU 01:00PM ET",3.833,"HOU"
"RB","DuJuan Harris",3000,"JAX@HOU 01:00PM ET",3.730,"JAX"
"RB","Jonathan Grimes",3000,"JAX@HOU 01:00PM ET",3.775,"JAX"
"WR","Bruce Ellington",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Germone Hopper",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Vincent Jackson",3000,"TB@MIA 01:00PM ET",6.460,"TB"
"RB","Austin Johnson",3000,"TB@MIA 01:00PM ET",0.000,"TB"
"WR","Mitch Mathews",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","Storm Johnson",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","Senorise Perry",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Josh Huff",3000,"TB@MIA 01:00PM ET",4.080,"TB"
"RB","Blake Sims",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Bernard Reedy",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Freddie Martino",3000,"TB@MIA 01:00PM ET",2.169,"TB"
"WR","Shaq Hill",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Rashawn Scott",3000,"TB@MIA 01:00PM ET",0.000,"MIA"
"WR","Jakeem Grant",3000,"TB@MIA 01:00PM ET",0.300,"MIA"
"WR","Jordan Westerkamp",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Derel Walker",3000,"TB@MIA 01:00PM ET",0,"TB"
"RB","Russell Hansbrough",3000,"TB@MIA 01:00PM ET",0.000,"TB"
"WR","Malcolm Lewis",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","Quayvon Hicks",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Leonte Carroo",3000,"TB@MIA 01:00PM ET",0.850,"MIA"
"TE","O.J. Howard",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Francis Owusu",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","De'Veon Smith",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Bobo Wilson",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Drew Morgan",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","Peyton Barber",3000,"TB@MIA 01:00PM ET",2.407,"TB"
"WR","Damore'ea Stringfellow",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Chris Godwin",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Isaiah Ford",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Donteea Dye",3000,"TB@MIA 01:00PM ET",0.000,"TB"
"WR","Rashad Lawrence",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Trey Griffey",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Harry Douglas",3000,"OAK@TEN 01:00PM ET",3.273,"TEN"
"WR","Eric Weems",3000,"OAK@TEN 01:00PM ET",0.000,"TEN"
"RB","Jalston Fowler",3000,"OAK@TEN 01:00PM ET",0.169,"TEN"
"WR","Jonathan Krause",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","David Fluellen",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Jamize Olawale",3000,"OAK@TEN 01:00PM ET",3.412,"OAK"
"WR","Tre McBride",3000,"OAK@TEN 01:00PM ET",0.000,"TEN"
"WR","K.J. Brent",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Darius Jennings",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","George Atkinson III",3000,"OAK@TEN 01:00PM ET",0.588,"OAK"
"WR","KeVonn Mabon",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Cordarrelle Patterson",3000,"OAK@TEN 01:00PM ET",7.475,"OAK"
"RB","Brandon Radcliff",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Keon Hatcher",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Mekale McKay",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Joe Bacci",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Jaydon Mickens",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"RB","John Crockett",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"RB","Khalfani Muhammad",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Johnny Holton",3000,"OAK@TEN 01:00PM ET",0.544,"OAK"
"WR","Giovanni Pascascio",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Akeem Judd",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Ishmael Zamora",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Isaac Whitney",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"DST","Redskins ",3000,"PHI@WAS 01:00PM ET",5.938,"WAS"
"TE","Vernon Davis",3000,"PHI@WAS 01:00PM ET",7.144,"WAS"
"RB","Mack Brown",3000,"PHI@WAS 01:00PM ET",1.667,"WAS"
"WR","Matt Hazel",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"RB","Kenny Hilliard",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","Paul Turner",3000,"PHI@WAS 01:00PM ET",5.400,"PHI"
"WR","Kendal Thompson",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","David Watford",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Maurice Harris",3000,"PHI@WAS 01:00PM ET",1.460,"WAS"
"WR","Levern Jacobs",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","Zach Pascal",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"RB","Byron Marshall",3000,"PHI@WAS 01:00PM ET",3.467,"PHI"
"WR","Bryce Treggs",3000,"PHI@WAS 01:00PM ET",1.300,"PHI"
"WR","Marcus Johnson",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"RB","Matt Jones",3000,"PHI@WAS 01:00PM ET",9.256,"WAS"
"WR","Mack Hollins",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Shelton Gibson",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Greg Ward Jr.",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","James Quick",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"RB","Corey Clement",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Robert Davis",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","Rashard Davis",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Jamari Staples",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"RB","Lance Dunbar",3000,"IND@LAR 04:05PM ET",2.664,"LAR"
"RB","Christine Michael",3000,"IND@LAR 04:05PM ET",8.228,"IND"
"RB","Aaron Green",3000,"IND@LAR 04:05PM ET",0.000,"LAR"
"WR","Quan Bray",3000,"IND@LAR 04:05PM ET",1.217,"IND"
"WR","Chris Briggs",3000,"IND@LAR 04:05PM ET",0,"IND"
"RB","Josh Ferguson",3000,"IND@LAR 04:05PM ET",2.225,"IND"
"WR","Nelson Spruce",3000,"IND@LAR 04:05PM ET",0,"LAR"
"RB","Dalton Crossan",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Fred Brown",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Tevaun Smith",3000,"IND@LAR 04:05PM ET",0.000,"IND"
"WR","Paul McRoberts",3000,"IND@LAR 04:05PM ET",0.800,"LAR"
"WR","Brandon Shippen",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","JoJo Natson Jr.",3000,"IND@LAR 04:05PM ET",0,"IND"
"RB","Lenard Tillery",3000,"IND@LAR 04:05PM ET",0,"LAR"
"RB","Troymaine Pope",3000,"IND@LAR 04:05PM ET",1.475,"IND"
"WR","Chester Rogers",3000,"IND@LAR 04:05PM ET",3.307,"IND"
"RB","Justin Davis",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Bug Howard",3000,"IND@LAR 04:05PM ET",0,"IND"
"RB","Sam Rogers",3000,"IND@LAR 04:05PM ET",0,"LAR"
"RB","De'Mard Llorens",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Shakeir Ryan",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Josh Reynolds",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Mike Thomas",3000,"IND@LAR 04:05PM ET",0.380,"LAR"
"WR","Harvey Binford",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","K.D. Cannon",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Valdez Showers",3000,"IND@LAR 04:05PM ET",0,"IND"
"RB","Daryl Richardson",3000,"IND@LAR 04:05PM ET",0.233,"IND"
"WR","Marvin Bracy",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Brian Riley",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Justice Liggins",3000,"IND@LAR 04:05PM ET",0,"IND"
"RB","Marcel Reece",3000,"SEA@GB 04:25PM ET",2.967,"SEA"
"WR","Jamel Johnson",3000,"SEA@GB 04:25PM ET",0,"SEA"
"RB","Tre Madden",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Tanner McEvoy",3000,"SEA@GB 04:25PM ET",2.295,"SEA"
"RB","Aaron Ripkowski",3000,"SEA@GB 04:25PM ET",3.426,"GB"
"RB","Joe Kerridge",3000,"SEA@GB 04:25PM ET",0.000,"GB"
"WR","Kasen Williams",3000,"SEA@GB 04:25PM ET",0.000,"SEA"
"RB","J.D. McKissic",3000,"SEA@GB 04:25PM ET",1.867,"SEA"
"WR","Trevor Davis",3000,"SEA@GB 04:25PM ET",0.800,"GB"
"WR","Kenny Lawler Jr.",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Darreus Rogers",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Max McCaffrey",3000,"SEA@GB 04:25PM ET",0,"GB"
"RB","Mike Davis",3000,"SEA@GB 04:25PM ET",1.938,"SEA"
"WR","Amara Darboh",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Montay Crockett",3000,"SEA@GB 04:25PM ET",0,"GB"
"RB","Alex Collins",3000,"SEA@GB 04:25PM ET",3.492,"SEA"
"RB","William Stanback",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","DeAngelo Yancey",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Colby Pearson",3000,"SEA@GB 04:25PM ET",0,"GB"
"RB","Kalif Phillips",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Geronimo Allison",3000,"SEA@GB 04:25PM ET",4.285,"GB"
"WR","Malachi Dupre",3000,"SEA@GB 04:25PM ET",0,"GB"
"RB","Chris Carson",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Michael Clark",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Cyril Grayson",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","David Moore",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Rodney Smith",3000,"SEA@GB 04:25PM ET",0,"SEA"
"RB","Darrel Young",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Louis Murphy",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Brenton Bersin",3000,"CAR@SF 04:25PM ET",0.370,"CAR"
"WR","Trevor Graham",3000,"CAR@SF 04:25PM ET",0,"CAR"
"RB","Kyle Juszczyk",3000,"CAR@SF 04:25PM ET",4.613,"SF"
"RB","Kapri Bibbs",3000,"CAR@SF 04:25PM ET",2.367,"SF"
"WR","Damiere Byrd",3000,"CAR@SF 04:25PM ET",2.600,"CAR"
"RB","Raheem Mostert",3000,"CAR@SF 04:25PM ET",0.200,"SF"
"WR","Keyarris Garrett",3000,"CAR@SF 04:25PM ET",0,"CAR"
"RB","Jalen Simmons",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","DeAndre Carter",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Mose Frazier",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Aaron Burbridge",3000,"CAR@SF 04:25PM ET",0.925,"SF"
"RB","Cameron Artis-Payne",3000,"CAR@SF 04:25PM ET",9.500,"CAR"
"WR","Trent Taylor",3000,"CAR@SF 04:25PM ET",0,"SF"
"RB","Tyler McCloskey",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Fred Ross Jr.",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","DeAndre Smelter",3000,"CAR@SF 04:25PM ET",1.650,"SF"
"WR","Austin Duke",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Victor Bolden Jr.",3000,"CAR@SF 04:25PM ET",0,"SF"
"RB","Matt Breida",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Kendrick Bourne",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Tim Patrick",3000,"CAR@SF 04:25PM ET",0,"SF"
"RB","Alex Armah",3000,"CAR@SF 04:25PM ET",0,"CAR"
"RB","Rashad Jennings",3000,"NYG@DAL 08:30PM ET",10.193,"NYG"
"RB","Shaun Draughn",3000,"NYG@DAL 08:30PM ET",6.869,"NYG"
"WR","Dwayne Harris",3000,"NYG@DAL 08:30PM ET",0.429,"NYG"
"WR","Brice Butler",3000,"NYG@DAL 08:30PM ET",3.288,"DAL"
"WR","Kevin Norwood",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Uzoma Nwachukwu",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"RB","Ronnie Hillman",3000,"NYG@DAL 08:30PM ET",3.675,"DAL"
"WR","Javontee Herndon",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"RB","Keith Smith",3000,"NYG@DAL 08:30PM ET",0.324,"DAL"
"RB","Jacob Huesman",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Darius Powe",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Marquis Bundy",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"RB","Shane Smith",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Canaan Severin",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Andy Jones",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Ryan Switzer",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Jerome Lane",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Keeon Johnson",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Lance Lenoir",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Karel Hamilton",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"RB","Khalid Abdullah",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Brian Brown",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Travis Rudolph",3000,"NYG@DAL 08:30PM ET",0,"NYG"
